page_number,cleaned_text,sentence_count,entity_count
906,"applying heat intensifies this rash. It s usually most conspicuous where theskin has been rubbed or subjected to pressure such as the areas of skincovered by underclothing.Other signs and symptoms of systemic JRA may __ includehepatosplenomegaly, lymphadenopathy, pleuritis, pericarditis, myocarditis,and nonspecific abdominal pain.Polyarticular JRA accounts for about 40 of cases and is three timesmore common in females than in males; affected children may beseronegative or seropositive for RF. It involves five or more joints andusually develops insidiously. Most commonly involved joints are the wrists,elbows, knees, ankles, and small joints of the hands and feet. Polyarticular JRA can also affect larger joints, including the temporomandibular joints,cervical spine, hips, and shoulders. These joints become swollen, tender, andstiff. Usually, the arthritis is symmetrical; it may be remittent or indolent. Thepatient may run a low-grade fever with daily peaks. Listlessness and weightloss can occur, possibly with lymphadenopathy and hepatosplenomegaly.Other signs of polyarticular JRA include subcutaneous nodules on the elbowsor heels and noticeable developmental retardation.Seropositive polyarticular JRA, the more severe type, usually occurs latein childhood and can cause destructive arthritis that mimics adult RA.Pauciarticular JRA involves few joints (usually no more than four),typically affecting the knees and other large joints. This form accounts for50 of cases and has major subtypes. The first, pauciarticular JRA withchronic iridocyclitis, most commonly strikes females younger than age 6 andinvolves the knees, elbows, ankles, or iris. Inflammation of the iris andciliary body is commonly asymptomatic but may produce pain, redness,blurred vision, and photophobia.The second subtype, pauciarticular JRA with sacroiliitis, usually strikesmales (9:1) older than age 8, who tend to test positive for human leukocyteantigen (HLA)-B27. This subtype is characterized by lower-extremityarthritis that produces hip, sacroiliac, heel, and foot pain as well as Achillestendinitis. These patients may later develop the sacroiliac and lumbararthritis characteristic of ankylosing spondylitis. Some also experience acuteiritis, but not as many as those with the first subtype.The third subtype includes patients with joint involvement who are ANAand HLA-B27 negative and don t develop iritis. These patients have a betterprognosis than those with the first or second subtype.",16,139
907,"Common to all types of JRA is joint stiffness in the moming or afterperiods of inactivity. Back pain and limited ROM are common. Growthdisturbances may also occur, resulting in uneven length of arms or legs due toovergrowth or undergrowth adjacent to inflamed joints.Diagnosis Persistent joint pain and the rash and fever clearly point to JRA. Laboratorytests are useful for ruling out other inflammatory or even malignant diseasesthat can mimic JRA. Disease activity and response to therapy can also bemonitored through laboratory results. CBC shows decreased Hb levels, neutrophilia, and thrombocytosis. ESR and C-reactive protein, haptoglobin, Ig, and C3 complement levelsmay be elevated. ANA test may be positive in patients who have pauciarticular JRA withchronic iridocyclitis. RF is present in 15 of JRA cases, compared with 85 of RA cases. Positive HLA-B27 antigens may forecast later development of ankylosingspondylitis. X-rays in early stages reveal changes, including soft-tissue swelling,effusion, and periostitis in affected joints. Later, osteoporosis andaccelerated bone growth may appear, followed by subchondral erosions,joint space narrowing, bone destruction, and fusion.Treatment Successful management of JRA usually involves administration of anti-inflammatory drugs, physical therapy, carefully planned nutrition andexercise, and regular eye examinations. Both child and parents must beinvolved in therapy.NSAIDs, disease-modifying antirheumatic drugs (DMARDs), biologicagents, and corticosteroids are classifications of medications that may beused in treatment. Because of adverse effects, steroids are generally reservedfor treatment of systemic complications, such as pericarditis or iritis, that areresistant to NSAIDs. Corticosteroids and mydriatic drugs are commonly usedfor iridocyclitis. If little relief is obtained from these drugs, biologicresponse modifiers may be used. These drugs work by blocking variousactions of the inflammatory process.",17,112
908,"Physical therapy promotes regular exercise to maintain joint mobility andmuscle strength, thereby preventing contractures, deformity, and disability.Good posture, gait training, and joint protection are also beneficial. Splintshelp reduce pain, prevent contractures, and maintain correct joint alignment.Surgery is usually limited to soft-tissue releases to improve joint mobility.Joint replacement is delayed until the child has matured physically and canhandle vigorous rehabilitation.Special Considerations Parents and healthcare professionals should encourage the child to be asindependent as possible and to develop a positive attitude toward school,social development, and vocational planning. Regular slit-lamp examinations help ensure early diagnosis and treatmentof iridocyclitis. Children with pauciarticular JRA with chroniciridocyclitis should be checked every 3 months during periods of activedisease and every 6 months during remissions.PSORIATIC ARTHRITISPsoriatic arthritis is a rheumatoid-like joint disease associated withpsoriasis of nearby skin and nails. Although the arthritis component of thissyndrome may be clinically indistinguishable from RA, the rheumatoidnodules are absent, and serologic tests for RF are negative. Psoriatic arthritisis usually mild, with intermittent flare-ups, but in rare cases may progress tocrippling arthritis mutilans. This disease affects males and females equally;onset usually occurs between ages 30 and 35.Causes and Incidence Evidence suggests that predisposition to psoriatic arthritis is hereditary; 20 to 50 of patients are HLA-B27 positive. However, onset is usuallyprecipitated by streptococcal infection or trauma.About 5 to 8 of patients with psoriasis develop psoriatic arthritis. Itoccurs in up to 1 of the general population.Signs and Symptoms Psoriatic lesions usually precede the arthritic component; however, after thefull syndrome is established, joint and skin lesions recur simultaneously.",9,96
909,"Arthritis may involve one joint or several joints symmetrically. Spinalinvolvement occurs in some patients. Peripheral joint involvement is mostcommon in the distal interphalangeal joints of the hands, which have acharacteristic sausagelike appearance. Nail changes include pitting,transverse ridges, onycholysis, keratosis, yellowing, and destruction. Thepatient may experience general malaise, fever, and eye involvement.Diagnosis Inflammatory arthritis in a patient with psoriatic skin lesions suggestspsoriatic arthritis. CONFIRMING DIAGNOSIS X-rays confirm joint involvement and show: erosion of terminal phalangeal tufts whittling of the distal end of the terminal phalanges pencil-in-cup deformity of the distal interphalangeal joints relative absence of osteoporosis sacroiliitis atypical spondylitis with syndesmophyte formation. Hyperostosis andparavertebral ossification result, which may lead to vertebral fusion Blood studies indicate negative RF and elevated ESR and uric acid levels.Treatment In mild psoriatic arthritis, treatment is supportive and consists ofimmobilization through bed rest or splints, isometric exercises, paraffinbaths, heat therapy, and aspirin and other NSAIDs. Some patients respondwell to low-dose systemic corticosteroids; topical steroids may help controlskin lesions. DMARDs such as sulfasalazine and methotrexate therapy areeffective in treating both the articular and cutaneous effects of psoriaticarthritis. Antimalarials are contraindicated because they can provokeexfoliative dermatitis. Tumor necrosis factor inhibitors such as adalimumab,etanercept, and infliximab block proteins in the inflammatory process,helping to reduce inflammation.Special Considerations Explain the disease and its treatment to the patient and family.",11,99
910,"Encourage exercise, particularly swimming, to maintain strength and ROM. Teach the patient how to apply skin care products and medicationscorrectly; explain possible adverse effects. Stress the importance of adequate rest and protection of affected joints. Encourage regular, moderate exposure to the sun. Refer the patient to the Arthritis Foundation for self-help and supportgroups.ANKYLOSING SPONDYLITISA chronic, usually progressive inflammatory disease, ankylosing spondylitisprimarily affects the sacroiliac, apophyseal, and costovertebral joints, alongwith adjacent soft tissue. The disease (also known as rheumatoid spondylitisand Marie Striimpell disease) usually begins in the sacroiliac joints andgradually progresses to the spine s lumbar, thoracic, and cervical regions.Deterioration of bone and cartilage can lead to fibrous tissue formation witheventual fusion of the spine or peripheral joints.Ankylosing spondylitis may be equally prevalent in both sexes.Progressive disease is well recognized in men, but the diagnosis iscommonly overlooked or missed in females, who tend to have moreperipheral joint involvement.Pathophysiology The pathophysiology remains quite unknown. However, new insights havebeen provided by the recent identification of susceptibility genes other than HLA-B27; evidence of a pivotal role for several proinflammatory cytokinesincluding IL-23 and IL-17; and the recognition that inflammation andstructural progression proceed separately from each other.Causes and Incidence Evidence strongly suggests a familial tendency in ankylosing spondylitis. Thepresence of HLA-B27 (positive in 90 of patients with this disease) andcirculating immune complexes suggests immunologic activity.One of 10,000 people has ankylosing spondylitis. It affects more malesthan females and usually emerges between ages 20 and 40, although it maydevelop in children younger than age 10.",9,92
911,"Complication Atlantoaxial subluxation Signs and Symptoms The first indication of ankylosing spondylitis is intermittent low back painthat s usually most severe in the moming or after a period of inactivity. Othersigns and symptoms depend on the disease stage and may include: hip deformity and associated limited ROM kyphosis in advanced stages, caused by chronic stooping to relievesymptoms mild fatigue, fever, anorexia, or weight loss; occasional iritis; aorticinsufficiency and cardiomegaly; and upper lobe pulmonary fibrosis(mimics tuberculosis) pain and limited expansion of the chest due to involvement of thecostovertebral joints peripheral arthritis involving shoulders, hips, and kneesstiffness and limited motion of the lumbar spine tendemess over the inflammation site These signs and symptoms progress unpredictably, and the disease can gointo remission, exacerbation, or arrest at any stage.Diagnosis Typical symptoms, family history, and the presence of HLA-B27 stronglysuggest ankylosing spondylitis.CONFIRMING DIAGNOSIS Confirmation requires these characteristic X-ray findings: blurring of the bony margins of joints in the early stage bilateral sacroiliac involvement patchy sclerosis with superficial bony erosions eventual squaring of vertebral bodies bamboo spine with complete ankylosis ESR and alkaline phosphatase and serum Ig G A levels may be elevated. Anegative RF helps rule out RA, which produces similar symptoms.",3,80
912,"Treatment No treatment reliably stops progression of this disease, so management aimsto delay further deformity through good posture, stretching and deep-breathing exercises and, in some patients, braces and lightweight supports.Anti-inflammatory analgesics, such as aspirin, indomethacin, sulfasalazine,and sulindac, control pain and inflammation.Tumor necrosis factor inhibitors have been shown to improve symptoms.Corticosteroid therapy or medication to suppress the immune system may beprescribed to control various symptoms. DMARDs such as methotrexate andsulfasalazine have been used in patients who don t respond well tocorticosteroids or those who are dependent on high doses of corticosteroids.Severe hip involvement usually necessitates surgical hip replacement.Severe spinal involvement may require a spinal wedge osteotomy to separateand reposition the vertebrae. This surgery is performed only on selectedpatients because of the risk of spinal cord damage and the longconvalescence involved.Special Considerations Ankylosing spondylitis can be an extremely painful and crippling disease, soyour main responsibility is to promote the patient s comfort. When dealingwith such a patient, keep in mind that limited ROM makes simple tasksdifficult. Offer support and reassurance. Administer medications as ordered. Apply local heat and providemassage to relieve pain. Assess mobility and degree of discomfortfrequently. Teach and assist with daily exercises as needed to maintainstrength and function. Stress the importance of maintaining good posture. If treatment includes surgery, provide good postoperative care. Becauseankylosing spondylitis is a chronic, progressively crippling condition, acomprehensive treatment plan should also reflect counsel from a socialworker, visiting nurse, and dietitian.To minimize deformities, advise the patient to: avoid any physical activity that places undue stress on the back, suchas lifting heavy objects stand upright; to sit upright in a high, straight chair; and to avoidleaning over a desk",12,101
913,"sleep ina prone position on a hard mattress and to avoid using pillowsunder neck or knees avoid prolonged walking, standing, sitting, or driving perform regular stretching and deep-breathing exercises and to swimregularly, if possible have height measured every 3 to 4 months to detect any tendencytoward kyphosis seek vocational counseling if work requires standing or prolongedsitting at a desk contact the local Arthritis Foundation chapter for a support group SJOGREN SYNDROMEThe second most common autoimmune rheumatic disorder after RA, Sjégrensyndrome is characterized by diminished lacrimal and salivary glandsecretion (sicca complex). Sjégren syndrome may be a primary disorder or itmay be associated with connective tissue disorders, such as RA,scleroderma, SLE, and polymyositis. In some patients, the disorder is limitedto the exocrine glands (glandular Sjégren syndrome); in others, it alsoinvolves other organs, such as the lungs and kidneys (extraglandular Sjégrensyndrome).Causes and Incidence The cause of Sjégren syndrome is unknown, but genetic and environmentalfactors probably contribute to its development. Viral or bacterial infection orperhaps exposure to pollen may trigger Sjégren syndrome in a geneticallysusceptible individual. Tissue damage results from infiltration bylymphocytes or from the deposition of immune complexes. Lymphocyticinfiltration may be classified as benign, malignant, or pseudolymphoma(nonmalignant, but tumorlike aggregates of lymphoid cells).This syndrome occurs mainly in females (90 of patents); mean age ofonset is 40 to 50.Pathophysiology The pathophysiology of Sjégren syndrome is not well understood. Thepresence of activated salivary gland epithelial cells expressing MHC class IImolecules and the identification of inherited susceptibility markers suggest",7,86
914,"that environmental or endogenous antigens trigger a_self-perpetuatinginflammatory response in susceptible individuals. In addition, the continuingpresence of active IFN pathways in Sjogren syndrome suggests ongoingactivation of the innate immune system. Together, these findings suggest anongoing interaction between the innate and acquired immune systems in Sj6gren syndrome.Complications Comeal ulceration Deafness Renal tubular necrosis Splenomegaly Signs and Symptoms About 50 of patients with Sjégren syndrome have confirmed RA and ahistory of slowly developing sicca complex. However, some patients seekmedical help for rapidly progressive and severe oral and ocular dryness, inmany cases accompanied by periodic parotid gland enlargement. Oculardryness (xerophthalmia) leads to foreign body sensation (gritty, sandy eye),redness, buming, photosensitivity, eye fatigue, itching, and mucoid discharge.The patient may also complain of a film across the field of vision.Oral dryness (xerostomia) leads to difficulty swallowing and talking;abnormal taste or smell sensation or both; thirst; ulcers of the tongue, buccalmucosa, and lips (especially at the comers of the mouth); and severe dentalcaries. Dryness of the respiratory tract leads to epistaxis, hoarseness, chronicnonproductive cough, recurrent otitis media, and increased incidence ofrespiratory infections.Other effects may include dyspareunia and pruritus (associated withvaginal dryness), generalized itching, fatigue, recurrent low-grade fever, andarthralgia or myalgia. Lymph node enlargement may be the first sign ofmalignant lymphoma or pseudolymphoma.Specific extraglandular findings in Sjégren syndrome include interstitialpneumonitis; interstitial nephritis, which results in renal tubular acidosis in25 of patients; Raynaud phenomenon (20 ); and vasculitis, usually limitedto the skin and characterized by palpable purpura on the legs (20 ). About",8,104
915,"50 of patients show signs of hypothyroidism related to autoimmune thyroiddisease. A few patients develop systemic necrotizing vasculitis.Diagnosis The diagnosis of Sjégren syndrome rests on the detection of two of thefollowing three conditions: xerophthalmia, xerostomia (with salivary glandbiopsy showing lymphocytic infiltration), and an associated autoimmune orlymphoproliferative disorder. Diagnosis must rule out other causes of oraland ocular dryness, including sarcoidosis, endocrine disorders, anxiety ordepression, and effects of therapy such as radiation to the head and neck.More than 200 commonly used drugs also produce dry mouth as an adverseeffect. In patients with salivary gland enlargement and severe lymphoidinfiltration, diagnosis must rule out cancer.Laboratory values include elevated ESR in most patients, mild anemia andleukopenia in 30 , and hypergammaglobulinemia in 50 . Autoantibodiesare also common, including anti-Sj6gren syndrome-A (anti-Ro) and anti-Sj6gren syndrome-B (anti-La), which are antinuclear and antisalivary ductantibodies. From 75 to 90 of patients test positive for RF; 90 , forantinuclear antibodies.Other tests help support this diagnosis. Schirmer tearing test and slit-lampexamination with rose Bengal dye are used to measure eye involvement.Salivary gland involvement is evaluated by measuring the volume of parotidsaliva and by secretory sialography and salivary scintigraphy. Lower-lipbiopsy shows salivary gland infiltration by lymphocytes.Treatment Treatment is usually symptomatic and includes conservative measures torelieve ocular or oral dryness. Mouth dryness can be relieved by using amethylcellulose swab or spray and by drinking plenty of fluids, especially atmealtime. Meticulous oral hygiene is essential, including regular flossing,brushing, at-home fluoride treatment, and frequent dental checkups.Instill artificial tears as often as every half hour to prevent eye damage(comeal ulcerations and comeal opacifications) from insufficient tearsecretions. Some patients may also benefit from instillation of an eyeointment at bedtime or from twice-a-day use of sustained-release cellulosecapsules (Lacrisert). If infection develops, antibiotics should be givenimmediately; topical steroids should be avoided. Other treatment measures",13,113
916,"vary with associated extraglandular findings. Parotid gland enlargementrequires local heat and analgesics. Pulmonary and renal interstitial diseasenecessitate corticosteroid use. Accompanying lymphoma is treated with acombination of chemotherapy, surgery, or radiation.Special Considerations Stress the need to humidify home and work environments to help relieverespiratory dryness. Advise the patient to avoid drugs that decrease saliva production, such asatropine derivatives, antihistamines, anticholinergics, and antidepressants. If mouth lesions make eating painful, suggest high-protein, high-calorieliquid supplements to prevent malnutrition. Advise the patient to avoid sugar, which contributes to dental caries.Tobacco; alcohol; and spicy, salty, or highly acidic foods, which causemouth irritation, should also be avoided. Suggest normal saline solution drops or aerosolized spray for nasaldryness. Advise the patient to avoid prolonged hot showers and baths and to usemoisturizing lotions to help ease dry skin. Suggest K-Y lubricating jelly asa vaginal lubricant. Suggest the use of sunglasses to protect the patient s eyes from dust, wind,and strong light. Moisture chamber spectacles may also be helpful.Because dry eyes are more susceptible to infection, advise the patient tokeep the face clean and to avoid rubbing the eyes. Refer the patient to the Sjégren s syndrome Foundation for additionalinformation and support.LUPUS ERYTHEMATOSUSA chronic inflammatory disorder of the connective tissues, lupuserythematosus appears in two forms. Discoid lupus erythematosus (DLE)affects only the skin. (See Discoid lupus erythematosus.) SLE affectsmultiple organ systems as well as the skin and can be fatal. (See Organsaffected by systemic lupus erythematosus, page 416.) Like RA, SLE ischaracterized by recurring remissions and exacerbations, especially commonduring the spring and summer. The prognosis improves with early detection",19,101
917,"and treatment, but remains poor for patients who develop cardiovascular,renal, or neurologic complications or severe bacterial infections.Discoid lupus erythematosus Discoid lupus erythematosus (DLE) is a form of lupus erythematosusmarked by chronic skin eruptions that, if untreated, can lead to scarringand permanent disfigurement. About 1 of 20 patients with DLE laterdevelops systemic lupus erythematosus (SLE). The exact cause of DLE isunknown, but some evidence suggests an autoimmune defect. Anestimated 60 of patients with DLE are women in their late 20s or older.This disease is rare in children.DLE lesions are raised, red, scaling plaques, with follicular pluggingand central atrophy. The raised edges and sunken centers give them acoinlike appearance. Although these lesions can appear anywhere on thebody, they usually erupt on the face, scalp, ears, neck, and arms or on anypart of the body that s exposed to sunlight. Such lesions can resolvecompletely or may cause hypopigmentation or hyperpigmentation,atrophy, and scarring. Facial plaques sometimes assume the butterflypattem characteristic of SLE. Hair tends to become brittle or may fall outin patches.As a rule, patient history and the appearance of the rash itself arediagnostic. Lupus erythematosus cell test is positive in fewer than 10 ofpatients. Skin biopsy of lesions reveals immunoglobulins or complementcomponents. SLE must be ruled out.Patients with DLE should avoid prolonged exposure to the sun,fluorescent lighting, or reflected sunlight. They should wear protectiveclothing, use sunscreening agents, avoid engaging in outdoor activitiesduring periods of most intense sunlight (between 10 a.m. and 2 p.m.), andreport any changes in the lesions. Drug treatment consists of topical,intralesional, or systemic medication, as in SLE.Organs affected by systemic lupus erythematosus",14,101
918,Systemic lupus erythematosus affects multiple organ systems as well asthe skin and can be fatal.,1,5
919,BRAIN Seizures Psychosis SKIN Butterfly rash Discoid lupus HAIR Patchy alopecia LUNGS Pleuritis HEART Endocarditis Myocarditis Pericarditis KIDNEY Glomerulonephritis JOINTS Arthritis BLOOD Hemolytic anemia Leukopenia Thrombocytopenia,1,12
920,"m tw Causes and Incidence The exact cause of SLE remains a mystery, but evidence points to interrelatedimmunologic, environmental, hormonal, and genetic factors. Autoimmunity isthought to be the prime causative mechanism.Certain predisposing factors may make a person susceptible to SLE.Physical or mental stress, streptococcal or viral infections, exposure tosunlight or ultraviolet light, immunization, pregnancy, and abnormal estrogenmetabolism may all affect this disease s development.SLE may also be triggered or aggravated by treatment with certain drugs for example, procainamide, hydralazine, anticonvulsants, and, lesscommonly, penicillins, sulfa drugs, and hormonal contraceptives.SLE strikes 9 times more women than men, increasing to 15 times moreduring childbearing years. It occurs worldwide but is most prevalent among Asians and Blacks.Pathophysiology Autoimmunity is felt to be the culprit. In autoimmunity, the body producesantibodies against its own cells, such as the ANA. The formed antigen-antibody complexes can suppress the body s normal immunity and damagetissues. Patients with SLE produce antibodies against many different tissuecomponents, such as RBCs, neutrophils, platelets, lymphocytes, or almostany organ or tissue in the body.Complications Pleurisy Pleural effusions Pneumonitis Pulmonary hypertension Pericarditis Endocarditis Coronary atherosclerosis",6,79
921,"Renal failure Signs and Symptoms The onset of SLE may be acute or insidious and produces no characteristicclinical pattem. However, its symptoms commonly include fever, weightloss, malaise, and fatigue as well as rashes and polyarthralgia. SLE mayinvolve every organ system. In 90 of patients, joint involvement is similarto that in RA. Skin lesions are most commonly erythematous rashes in areasexposed to light. The classic butterfly rash over the nose and cheeks occursin fewer than 50 of the patients. (See Butterfly rash.) Ultraviolet rays oftenprovoke or aggravate skin eruptions. Vasculitis can develop (especially inthe digits), possibly leading to infarctive lesions, necrotic leg ulcers, ordigital gangrene. Raynaud phenomenon appears in about 20 of patients.Patchy alopecia and painless ulcers of the mucous membranes are common.Butterfly rash In the classic butterfly rash, lesions appear on the cheeks and the bridgeof the nose, creating a characteristic butterfly pattem. The rash may varyin severity from malar erythema to discoid lesions (plaque).",11,61
922,"Constitutional symptoms of SLE include aching, malaise, fatigue, low-grade or spiking fever, chills, anorexia, and weight loss. Lymph nodeenlargement (diffuse or local, and nontender), abdominal pain, nausea,vomiting, diarrhea, and constipation may occur. Females may experienceirregular menstrual periods or amenorrhea during the active phase of SLE.About 50 of SLE patients develop signs of cardiopulmonaryabnormalities, such as pleuritis, pericarditis, and dyspnea. Myocarditis,endocarditis, tachycardia, parenchymal infiltrates, and pneumonitis mayoccur. Renal effects may include hematuria, proteinuria, urine sediment, andcellular casts, which may progress to total kidney failure. Urinary tractinfections may result from heightened susceptibility to infection. Seizure",7,49
923,"disorders and mental dysfunction may indicate neurologic damage. Centralnervous system (CNS) involvement may produce emotional instability,psychosis, and organic mental syndrome. Headaches, irritability, anddepression are common. (See Signs of systemic lupus erythematosus, page417.)Signs of Systemic Lupus Erythematosus Diagnosing systemic lupus erythematosus (SLE) is difficult because SLEcommonly mimics other diseases; symptoms may be vague and varygreatly from patient to patient.The revised criteria for SLE must include four or more of thefollowing signs:abnormal titer of antinuclear antibodyhemolytic disordermalar rashdiscoid rasharthritisoral ulcerationsphotosensitivityserositisrenal disordemeurologic disorderimmunologic disorder He th6Uh/Oermh UC Oh UC HOCh UC(COCmh UC( C ODmh UC C Hh C Hh 72HDiagnosis Diagnostic tests for patients with SLE include a CBC with differential (forsigns of anemia and decreased WBC count); platelet count (may bedecreased); ESR (commonly elevated); and serum electrophoresis (mayshow hypergammaglobulinemia).Specific tests for SLE include:ANA panel, including anti-deoxyribonucleic acid (DNA) and anti-Smithantibodies generally positive for lupus alone. (Because the anti-DNAtest is rarely positive in other conditions, it s the most specific test for SLE. However, if the patient is in remission, anti-DNA may be reduced or",7,63
924,"absent correlates with disease activity, especially renal involvement, andhelps monitor response to therapy . Other tests may be performed asneeded to rule out other disorders.) urine studies may show RBCs and WBCs, urine casts and sediment, andsignificant protein loss ( 0.5 g/24 hours) blood studies decreased serum complement (C3 and C4) levels indicateactive disease chest X-ray may show pleurisy or lupus pneumonitis electrocardiogram amay show conduction defect with cardiacinvolvement or pericarditis kidney biopsy determines disease stage and extent of renal involvement Some patients show a positive lupus anticoagulant test and a positiveanticardiolipin test. Such patients are prone to antiphospholipid syndrome(thrombosis and thrombocytopenia).Treatment Patients with mild disease require little or no medication. NSAIDs, includingaspirin, control arthritis symptoms in many patients. Skin lesions needtopical treatment. Corticosteroid creams are recommended for acute lesions.Refractory skin lesions are treated with intralesional corticosteroids orantimalarials such as hydroxychloroquine. Because hydroxychloroquine cancause retinal damage, such treatment requires ophthalmologic examinationevery 6 months.Corticosteroids remain the treatment of choice for systemic symptoms of SLE, for acute generalized exacerbations, or for serious disease related tovital organ systems, such as pleuritis, pericarditis, lupus nephritis, vasculitis,and CNS involvement. Initial doses equivalent to 60 mg or more ofprednisone often bring noticeable improvement within 48 hours. As soon assymptoms are under control, steroid dosage is tapered slowly. (Rising serumcomplement levels and decreasing anti-DNA titers indicate patientresponse.) Diffuse proliferative glomerulonephritis, a major complication of SLE, requires treatment with large doses of steroids. If renal failure occurs,dialysis or kidney transplant may be necessary. In some patients, cytotoxicdrugs may delay or prevent deteriorating renal status. Antihypertensive drugsand dietary changes may also be warranted in renal disease. Antimalarialsare helpful in treating skin, musculoskeletal, and systemic effects. For more",17,109
925,"serious cases of SLE, immunosuppressants may aid patients who have notresponded to other drugs.The photosensitive patient should wear protective clothing (hat,sunglasses, long sleeves, and slacks) and use a screening agent, with a sunprotection factor of at least 15, when outdoors. Because SLE usually strikesfemales of childbearing age, questions about pregnancy commonly arise.Available evidence indicates that a woman with SLE can have a safe,successful pregnancy if the patient has no serious renal or neurologicimpairment.Special Considerations Careful assessment, supportive measures, emotional support, and patienteducation are all important parts of the care plan for patients with SLE. Watch for constitutional symptoms: joint pain or stiffness, weakness,fever, fatigue, and chills. Observe for dyspnea, chest pain, and any edemaof the extremities. Note the size, type, and location of skin lesions. Checkurine for hematuria, scalp for hair loss, and skin and mucous membranesfor petechiae, bleeding, ulceration, pallor, and bruising. Provide a balanced diet. Renal involvement may mandate a low-sodium,low-protein diet. Urge the patient to get plenty of rest. Schedule diagnostic tests andprocedures to allow adequate rest. Explain all tests and procedures. Tellthe patient that several blood samples are needed initially, thenperiodically, to monitor progress. Apply heat packs to relieve joint pain and stiffness. Encourage regularexercise to maintain full ROM and prevent contractures. Teach ROMexercises as well as body alignment and postural techniques. Arrange forphysical therapy and occupational counseling as appropriate. Explain the expected benefit of prescribed medications. Watch foradverse effects, especially when the patient is taking high doses ofcorticosteroids. Advise the patient receiving cyclophosphamide to maintain adequatehydration. If prescribed, give mesna to prevent hemorrhagic cystitis andondansetron to prevent nausea and vomiting. Monitor vital signs, intake and output, weight, and laboratory reports.Check pulse rates and observe for orthopnea. Check stools and GI",22,117
926,"secretions for blood. Observe for hypertension, weight gain, and other signs of renalinvolvement. Assess for signs of neurologic damage: personality change, paranoid orpsychotic behavior, ptosis, or diplopia. Take seizure precautions. If Raynaud phenomenon is present, warm and protect the patient s hands andfeet. Offer cosmetic tips such as suggesting the use of hypoallergenic makeupand refer the patient to a hairdresser who specializes in scalp disorders. Advise the patient to purchase medications in quantity, if possible. Wamagainst miracle drugs for relief of arthritis symptoms. Refer the patient to the Lupus Foundation of America and the Arthritis Foundation as needed.FIBROMYALGIA SYNDROMEFibromyalgia syndrome (FMS), previously called fibrositis, is a diffuse painsyndrome and one of the most common causes of chronic musculoskeletalpain. It s characterized by diffuse musculoskeletal pain, daily fatigue, andpoor-quality sleep, along with multiple tender points on examination (inspecific areas). More women than men are affected, and although FMS mayoccur at almost any age, the peak incidence is in patients between ages 20and 60.FMS has also been reported in children, who have more diffuse pain and ahigher incidence of sleep disturbances than adult patients. They may havefewer tender points and typically improve after 2 to 3 years of follow-up.Causes and Incidence The cause of FMS is unknown, but it may be a primary disorder or occur inassociation with an underlying disease, such as SLE, RA, osteoarthritis, andsleep apnea syndrome.The pain is located mainly in muscle areas, but no distinct abnormalitieshave been documented on microscopic evaluation of biopsies of tenderpoints when compared with normal muscle. One theory suggests that bloodflow to the muscle is decreased (because of poor muscle aerobicconditioning, rather than other physiologic abnormalities); another suggestscerebral blood flow in the thalamus and caudate nucleus is decreased,leading to a lowered pain threshold. Still other theories suggest that the cause",14,101
927,"lies in endocrine dysfunction, such as abnormal pituitary adrenal axisresponses, or in abnormal levels of the neurotransmitter serotonin in braincenters, which affect pain and sleep. Abnormal functioning of other pain-processing pathways may also be involved.Considerable overlap of symptoms with other pain syndromes, such aschronic fatigue syndrome (CFS), raises the question of association withmicrobial infection, such as parvovirus B19.The development of FMS may be multifactorial and influenced by stress(physical and mental), physical conditioning, poor-quality sleep,neuroendocrine factors, psychiatric factors, and possibly, hormonal factors(explaining the predominance in women).Pathophysiology Fibromyalgia is currently understood to be a disorder of central painprocessing or a syndrome of central sensitivity. Research has providedevidence for altered functional connectivity and chemistry in the pain-processing system of the brain.Complications Mental fog Constant pain Fatigue Lack of sleep Depression Death from suicide or injury Signs and Symptoms The primary symptom is diffuse, dull, aching pain that s typicallyconcentrated across the neck and shoulders as well as in the lower back andproximal limbs. It can involve all body quadrants (bilateral upper trunk andarms, and bilateral lower trunk and legs) and typically is worse in themoming, when it s associated with stiffness. The pain can vary from day today and can be exacerbated by stress, lack of sleep, weather changes, andinactivity.Sleep disturbance and fatigue are commonly reported. The patientawakens feeling fatigued and remains so throughout the day. Fatigue is",7,82
928,"commonly present from a half hour to several hours after rising in themoming and can last for the rest of the day.Other associated features that can occur with FMS include irritable bowelsyndrome, tension headaches, puffy hands (sensation of hand swelling,especially in the moming), and paresthesia.Diagnosis FMS is diagnosed in a patient with characteristic symptoms, multiple tenderpoints on examination, and exclusion of other illnesses that can cause similarfeatures. Tender points are elicited by applying a moderate amount ofpressure to specific locations. This examination can be fairly subjective, butmany FMS patients with true tender points wince or withdraw when pressureis applied at a certain intensity. Nontender control points can also be testedto assess for conversion reactions (psychogenic rheumatism), in whichpatients hurt everywhere or exhibit other psychosomatic illnesses. (See Tender points of fibromyalgia.)Tender points of fibromyalgia The patient with fibromyalgia may report specific areas of tendemess.These areas are indicated in the illustrations below.",6,45
